Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('en', 'cirugía', 'española')|1|1|292|5|3|0.0034129692832764505|0.16666666666666666|0.25|
(None, None, 'exenteración')|1|1|292|28|10|0.0034129692832764505|0.034482758620689655|0.09090909090909091|
('de', 'colón')|1|1|292|12|8|0.0034129692832764505|0.07692307692307693|0.1111111111111111|
('prospectivo', 'aleatorizado', '.')|1|1|292|29|13|0.0034129692832764505|0.03333333333333333|0.07142857142857142|
preliminares|1|1|292|797|47|0.0034129692832764505|0.0012531328320802004|0.020833333333333332|
('elezione', '.', None)|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('de', 'la', 'medicina')|2|2|291|604|48|0.006825938566552901|0.0033003300330033004|0.02040816326530612|
('de', 'incontinencia', 'fecal')|1|1|292|18|10|0.0034129692832764505|0.05263157894736842|0.09090909090909091|
('no', 'electiva')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('tiroidectomía', 'en')|1|1|292|5|4|0.0034129692832764505|0.16666666666666666|0.2|
(':', 'revisión')|3|3|290|1672|47|0.010238907849829351|0.001791044776119403|0.020833333333333332|
perceptiones|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('la', 'predicción')|1|1|292|279|33|0.0034129692832764505|0.0035714285714285713|0.029411764705882353|
(None, 'análisis', 'para')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('seguridad', 'clínica')|1|1|292|66|22|0.0034129692832764505|0.014925373134328358|0.043478260869565216|
('irresecables', 'con')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
relacionados|1|1|292|1180|46|0.0034129692832764505|0.000846740050804403|0.02127659574468085|
('reparación', 'anterior', 'esfinteriana')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('procedimientos', 'anestésicos', 'en')|2|2|291|12|6|0.006825938566552901|0.14285714285714285|0.14285714285714285|
('colon', 'en', 'la')|1|1|292|36|8|0.0034129692832764505|0.02702702702702703|0.1111111111111111|
abdominoperineal|1|1|292|38|12|0.0034129692832764505|0.02564102564102564|0.07692307692307693|
('endocrina', 'en')|1|1|292|22|14|0.0034129692832764505|0.043478260869565216|0.06666666666666667|
('piperacilina-tazobactam', 'frente', 'a')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
resultados|29|29|264|11496|51|0.09897610921501707|0.0025162689804772236|0.019230769230769232|
programas|1|1|292|1139|43|0.0034129692832764505|0.0008771929824561404|0.022727272727272728|
('basada', 'en', 'parámetros')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('de', 'resección')|1|1|292|160|25|0.0034129692832764505|0.006211180124223602|0.038461538461538464|
(None, None, 'cuestiones')|1|1|292|18|10|0.0034129692832764505|0.05263157894736842|0.09090909090909091|
(':', 'justificación')|1|1|292|13|8|0.0034129692832764505|0.07142857142857142|0.1111111111111111|
('reconstrucción', 'del')|1|1|292|98|19|0.0034129692832764505|0.010101010101010102|0.05|
('clínica', 'y')|2|2|291|1360|46|0.006825938566552901|0.0014684287812041115|0.02127659574468085|
('en', 'proctologia', '.')|2|2|291|7|6|0.006825938566552901|0.2222222222222222|0.14285714285714285|
('ensayo', 'clínico', 'aleatorizado')|1|1|292|146|29|0.0034129692832764505|0.006802721088435374|0.03333333333333333|
('análisis', 'de', 'las')|1|1|292|617|44|0.0034129692832764505|0.0016181229773462784|0.022222222222222223|
('centro', 'sobre')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
cuestiones|1|1|292|57|24|0.0034129692832764505|0.017241379310344827|0.04|
seleccionados|1|1|292|78|29|0.0034129692832764505|0.012658227848101266|0.03333333333333333|
('elaboración', 'de', 'una')|1|1|292|37|15|0.0034129692832764505|0.02631578947368421|0.0625|
antiguo|1|1|292|96|30|0.0034129692832764505|0.010309278350515464|0.03225806451612903|
('citología', 'anal')|1|1|292|12|9|0.0034129692832764505|0.07692307692307693|0.1|
('influencia', 'de', 'la')|1|1|292|1547|46|0.0034129692832764505|0.0006459948320413437|0.02127659574468085|
('recto', '(', 'colpo')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
subperiosticas|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('causados', 'por', 'el')|1|1|292|9|7|0.0034129692832764505|0.1|0.125|
('del', 'drenaje')|1|1|292|84|21|0.0034129692832764505|0.011764705882352941|0.045454545454545456|
('clínica', 'de', 'pacientes')|1|1|292|75|24|0.0034129692832764505|0.013157894736842105|0.04|
('gestión', 'y')|1|1|292|28|18|0.0034129692832764505|0.034482758620689655|0.05263157894736842|
('la', 'terapia', 'presión')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('altamente', 'seleccionados', '.')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('vida', 'en')|1|1|292|1047|46|0.0034129692832764505|0.0009541984732824427|0.02127659574468085|
('una', 'vía')|1|1|292|100|28|0.0034129692832764505|0.009900990099009901|0.034482758620689655|
('al', 'proctólogo')|2|2|291|2|3|0.006825938566552901|0.5|0.25|
('y', 'eficacia', 'de')|1|1|292|154|32|0.0034129692832764505|0.0064516129032258064|0.030303030303030304|
('en', 'los', 'albores')|1|1|292|37|19|0.0034129692832764505|0.02631578947368421|0.05|
malla|2|2|291|123|21|0.006825938566552901|0.016|0.045454545454545456|
('resección', 'gástrica')|1|1|292|21|10|0.0034129692832764505|0.045454545454545456|0.09090909090909091|
('postoperatorios', 'inmediatos')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('ano', ';', 'b')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('el', 'cáncer')|6|6|287|2859|40|0.020477815699658702|0.0020942408376963353|0.024390243902439025|
('costes', 'sanitarios', '.')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('defensa', 'de', 'la')|1|1|292|33|21|0.0034129692832764505|0.029411764705882353|0.045454545454545456|
('baños', 'de', 'asiento')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('mortalidad', 'infantil')|1|1|292|337|20|0.0034129692832764505|0.0029585798816568047|0.047619047619047616|
('cirugía', 'hepática')|1|1|292|27|14|0.0034129692832764505|0.03571428571428571|0.06666666666666667|
actuación|1|1|292|417|45|0.0034129692832764505|0.0023923444976076554|0.021739130434782608|
('anal', 'b')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('cirugía', 'pediátrica', '.')|2|2|291|122|21|0.006825938566552901|0.016129032258064516|0.045454545454545456|
('quirurgicas', 'agudas', 'de')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('hemorrágica', 'crónica')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('al', 'diltiazem')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('y', 'nada', 'menos')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('cirúgia', 'infantil')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('análisis', 'cluster')|1|1|292|2|2|0.0034129692832764505|0.3333333333333333|0.3333333333333333|
(None, 'doble')|1|1|292|66|24|0.0034129692832764505|0.014925373134328358|0.04|
('metástasis', 'irresecables')|1|1|292|9|6|0.0034129692832764505|0.1|0.14285714285714285|
('una', 'nueva')|1|1|292|1097|48|0.0034129692832764505|0.0009107468123861566|0.02040816326530612|
('consenso', 'de')|1|1|292|303|41|0.0034129692832764505|0.003289473684210526|0.023809523809523808|
('historia', 'de')|2|2|291|548|45|0.006825938566552901|0.0036363636363636364|0.021739130434782608|
('el', 'empleo', 'de')|1|1|292|246|43|0.0034129692832764505|0.004048582995951417|0.022727272727272728|
(None, None, 'incontinencia')|2|2|291|266|24|0.006825938566552901|0.007462686567164179|0.04|
(None, 'santiago', 'tamames')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('subperiosticas', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
siglo|1|1|292|1026|47|0.0034129692832764505|0.0009737098344693282|0.020833333333333332|
('hallazgos', 'de')|1|1|292|111|32|0.0034129692832764505|0.008928571428571428|0.030303030303030304|
('en', 'un')|9|9|284|11369|50|0.030716723549488054|0.0007910001757778168|0.0196078431372549|
('prevención', 'de')|3|3|290|2355|47|0.010238907849829351|0.001272264631043257|0.020833333333333332|
('de', 'proctologäa', '.')|9|9|284|14|7|0.030716723549488054|0.391304347826087|0.125|
('utilización', 'está')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
asocian|1|1|292|50|21|0.0034129692832764505|0.0196078431372549|0.045454545454545456|
('reticular', '.', None)|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('familiar', '.')|1|1|292|675|37|0.0034129692832764505|0.0014792899408284023|0.02631578947368421|
('tipos', 'diferentes', 'de')|1|1|292|7|5|0.0034129692832764505|0.125|0.16666666666666666|
afecciones|1|1|292|543|40|0.0034129692832764505|0.001838235294117647|0.024390243902439025|
('nivel', '.')|2|2|291|684|43|0.006825938566552901|0.0029154518950437317|0.022727272727272728|
('defecatorio', 'en')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('a', 'buenos', 'cuidados')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
(')', 'que', 'el')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('red', '.', None)|1|1|292|6|5|0.0034129692832764505|0.14285714285714285|0.16666666666666666|
('enterocolopatías', 'de')|2|2|291|3|3|0.006825938566552901|0.4|0.25|
('origen', 'parasitario', '.')|1|1|292|2|2|0.0034129692832764505|0.3333333333333333|0.3333333333333333|
('de', 'la', 'enfermedad')|2|2|291|4860|49|0.006825938566552901|0.00041135335252982314|0.02|
('complicada', ':')|1|1|292|31|14|0.0034129692832764505|0.03125|0.06666666666666667|
american|1|1|292|72|24|0.0034129692832764505|0.0136986301369863|0.04|
('de', 'una', 'nueva')|1|1|292|258|42|0.0034129692832764505|0.003861003861003861|0.023255813953488372|
('quirúrgica', '.', None)|1|1|292|537|39|0.0034129692832764505|0.0018587360594795538|0.025|
caliente|1|1|292|70|22|0.0034129692832764505|0.014084507042253521|0.043478260869565216|
('la', 'endoecografía')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('curva', 'de', 'aprendizaje')|1|1|292|95|23|0.0034129692832764505|0.010416666666666666|0.041666666666666664|
(None, 'utilidad')|2|2|291|4595|50|0.006825938566552901|0.00043506634761801175|0.0196078431372549|
('de', 'vista')|1|1|292|345|42|0.0034129692832764505|0.002890173410404624|0.023255813953488372|
('de', 'guante', '.')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('sobre', 'la', 'técnica')|1|1|292|22|13|0.0034129692832764505|0.043478260869565216|0.07142857142857142|
('análisis', 'de', 'una')|1|1|292|338|39|0.0034129692832764505|0.0029498525073746312|0.025|
('colorrectal', '?')|1|1|292|54|13|0.0034129692832764505|0.01818181818181818|0.07142857142857142|
('de', 'la', 'medicacion')|1|1|292|6|5|0.0034129692832764505|0.14285714285714285|0.16666666666666666|
iniciales|1|1|292|403|40|0.0034129692832764505|0.0024752475247524753|0.024390243902439025|
('perioperatoria', 'en', 'cirugía')|2|2|291|37|11|0.006825938566552901|0.05128205128205128|0.08333333333333333|
('resección', 'gástrica', '.')|1|1|292|9|6|0.0034129692832764505|0.1|0.14285714285714285|
('endoanal', 'en')|1|1|292|3|3|0.0034129692832764505|0.25|0.25|
curva|1|1|292|247|38|0.0034129692832764505|0.004032258064516129|0.02564102564102564|
real|1|1|292|471|45|0.0034129692832764505|0.00211864406779661|0.021739130434782608|
('con', 'metástasis')|1|1|292|100|23|0.0034129692832764505|0.009900990099009901|0.041666666666666664|
('importancia', 'de', 'protocolizar')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('del', 'cierre')|3|3|290|41|14|0.010238907849829351|0.06818181818181818|0.06666666666666667|
('la', 'endoecografía', 'anal')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('otsc', None)|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('rectal', 'en', 'pacientes')|1|1|292|9|8|0.0034129692832764505|0.1|0.1111111111111111|
('ortodoncico-quirurgico', '.')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('enseñanza', 'para', 'rectosigmoidoscopia')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
(None, None, 'costumbre')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('incisional', 'mediante', 'malla')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('efecto', 'de')|2|2|291|2244|46|0.006825938566552901|0.0008904719501335708|0.02127659574468085|
('necesario', 'sobre', 'todo')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('en', 'la', 'estadificación')|1|1|292|90|19|0.0034129692832764505|0.01098901098901099|0.05|
in|4|3|290|1947|49|0.010238907849829351|0.0015384615384615385|0.02|
('la', 'poliomielitis')|1|1|292|416|24|0.0034129692832764505|0.002398081534772182|0.04|
('impacto', 'sobre')|1|1|292|135|31|0.0034129692832764505|0.007352941176470588|0.03125|
('la', 'pet-tc')|1|1|292|18|11|0.0034129692832764505|0.05263157894736842|0.08333333333333333|
clasificación|1|1|292|1345|47|0.0034129692832764505|0.0007429420505200594|0.020833333333333332|
('alta', 'especialidad', 'de')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('sobre', 'cirugía', 'con')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('nada', 'más')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
respiratorios|1|1|292|488|40|0.0034129692832764505|0.002044989775051125|0.024390243902439025|
(None, 'retos', ',')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('y', 'traumatología', '.')|1|1|292|52|12|0.0034129692832764505|0.018867924528301886|0.07692307692307693|
('la', 'cirugía', 'del')|3|3|290|578|36|0.010238907849829351|0.0051635111876075735|0.02702702702702703|
(None, None, 'comparación')|2|2|291|2366|47|0.006825938566552901|0.0008445945945945946|0.020833333333333332|
('del', 'sedimento', 'urinario')|1|1|292|21|11|0.0034129692832764505|0.045454545454545456|0.08333333333333333|
('en', 'la', 'enfermedad')|1|1|292|2675|45|0.0034129692832764505|0.0003736920777279522|0.021739130434782608|
('rutinaria', '.')|1|1|292|13|11|0.0034129692832764505|0.07142857142857142|0.08333333333333333|
('análisis', 'y')|1|1|292|128|35|0.0034129692832764505|0.007751937984496124|0.027777777777777776|
('electiva', 'del')|1|1|292|7|5|0.0034129692832764505|0.125|0.16666666666666666|
(None, 'primeras')|1|1|292|56|27|0.0034129692832764505|0.017543859649122806|0.03571428571428571|
('clínico', 'aleatorizado', '.')|1|1|292|48|22|0.0034129692832764505|0.02040816326530612|0.043478260869565216|
('docente', 'y')|1|1|292|13|10|0.0034129692832764505|0.07142857142857142|0.09090909090909091|
('estenosis', 'anastomóticas', 'benignas')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
antiinflamatoria|2|2|291|21|15|0.006825938566552901|0.08695652173913043|0.0625|
('recto', 'no', 'es')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('se', 'investiga')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('costes', 'hospitalarios')|1|1|292|26|14|0.0034129692832764505|0.037037037037037035|0.06666666666666667|
('enseñanza', 'para')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
prótesis|2|2|291|1308|43|0.006825938566552901|0.0015267175572519084|0.022727272727272728|
('punción', 'accidental')|1|1|292|6|6|0.0034129692832764505|0.14285714285714285|0.14285714285714285|
('de', 'la', 'tiroidectomía')|1|1|292|7|5|0.0034129692832764505|0.125|0.16666666666666666|
('del', 'traumatismo', 'pancreático')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('la', 'sociedad', '.')|1|1|292|33|17|0.0034129692832764505|0.029411764705882353|0.05555555555555555|
('en', 'niños', 'menores')|1|1|292|310|34|0.0034129692832764505|0.003215434083601286|0.02857142857142857|
('frente', 'a')|1|1|292|2295|49|0.0034129692832764505|0.00043554006968641115|0.02|
('un', 'nuevo', 'enfoque')|1|1|292|64|25|0.0034129692832764505|0.015384615384615385|0.038461538461538464|
("dell'età", 'nella', 'chirurgia')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('el', 'aprovechamiento')|1|1|292|7|5|0.0034129692832764505|0.125|0.16666666666666666|
('negativa', 'en', 'la')|1|1|292|10|11|0.0034129692832764505|0.09090909090909091|0.08333333333333333|
('cuello', 'uterino', 'en')|1|1|292|213|16|0.0034129692832764505|0.004672897196261682|0.058823529411764705|
('en', 'el', 'tratamiento')|7|7|286|8428|50|0.023890784982935155|0.0008298755186721991|0.0196078431372549|
('afecciones', 'quirurgicas')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
(';', 'fundamentos', 'fisiopatológicos')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('estudio', 'unicéntrico')|1|1|292|14|12|0.0034129692832764505|0.06666666666666667|0.07692307692307693|
('cirugía', 'laparoscópica', '.')|1|1|292|50|14|0.0034129692832764505|0.0196078431372549|0.06666666666666667|
('necesidad', 'de', 'especialistas')|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
(None, None, 'colostomía')|1|1|292|14|9|0.0034129692832764505|0.06666666666666667|0.1|
('prurito', 'anal', 'b')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
dedicación|1|1|292|11|9|0.0034129692832764505|0.08333333333333333|0.1|
(None, 'síntomas', 'respiratorios')|1|1|292|22|10|0.0034129692832764505|0.043478260869565216|0.09090909090909091|
('la', 'seguridad', 'social')|1|1|292|133|31|0.0034129692832764505|0.007462686567164179|0.03125|
('a', 'medicamentos', 'en')|1|1|292|76|19|0.0034129692832764505|0.012987012987012988|0.05|
('maxilares', 'para')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('consideraciones', 'en')|1|1|292|89|31|0.0034129692832764505|0.011111111111111112|0.03125|
('único', 'con')|1|1|292|12|8|0.0034129692832764505|0.07692307692307693|0.1111111111111111|
('obstrucción', 'intestinal')|1|1|292|126|21|0.0034129692832764505|0.007874015748031496|0.045454545454545456|
('pediátrica', '(', 'estudio')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('abiertas', '.')|1|1|292|21|13|0.0034129692832764505|0.045454545454545456|0.07142857142857142|
('seguridad', 'social', '.')|1|1|292|59|21|0.0034129692832764505|0.016666666666666666|0.045454545454545456|
piramidal|1|1|292|25|12|0.0034129692832764505|0.038461538461538464|0.07692307692307693|
pectenosis|1|1|292|3|3|0.0034129692832764505|0.25|0.25|
('incontinencia', 'orgánica')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('miles', '.')|1|1|292|13|6|0.0034129692832764505|0.07142857142857142|0.14285714285714285|
('del', 'miembro', 'superior')|1|1|292|57|18|0.0034129692832764505|0.017241379310344827|0.05263157894736842|
('en', 'pacientes', 'altamente')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('y', 'neonatal')|1|1|292|104|21|0.0034129692832764505|0.009523809523809525|0.045454545454545456|
('complicado', '.')|1|1|292|118|26|0.0034129692832764505|0.008403361344537815|0.037037037037037035|
('ginecología', 'obstetricia')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('importancia', 'de', 'la')|1|1|292|1037|47|0.0034129692832764505|0.0009633911368015414|0.020833333333333332|
('resultados', '.', None)|1|1|292|853|44|0.0034129692832764505|0.00117096018735363|0.022222222222222223|
('valoración', 'del', 'paciente')|1|1|292|16|13|0.0034129692832764505|0.058823529411764705|0.07142857142857142|
(None, None, 'consideraciones')|2|2|291|2555|48|0.006825938566552901|0.0007821666014861165|0.02040816326530612|
('estudio', 'comparativo', 'entre')|1|1|292|622|44|0.0034129692832764505|0.0016051364365971107|0.022222222222222223|
diferentes|2|2|291|1651|48|0.006825938566552901|0.0012099213551119178|0.02040816326530612|
('anestésicos', 'en', 'niños')|1|1|292|7|6|0.0034129692832764505|0.125|0.14285714285714285|
(None, None, 'más')|2|2|291|148|36|0.006825938566552901|0.013333333333333334|0.02702702702702703|
cavidades|1|1|292|68|19|0.0034129692832764505|0.014492753623188406|0.05|
('colorrectal', ':', 'evaluación')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
(None, 'calidad')|2|2|291|1206|47|0.006825938566552901|0.0016556291390728477|0.020833333333333332|
('cuándo', 'derivar')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('a', 'procedimientos', 'terapéuticos')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('herramienta', 'en', 'la')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('compleja', 'del')|1|1|292|12|10|0.0034129692832764505|0.07692307692307693|0.09090909090909091|
('la', 'incontinencia', 'fecal')|4|4|289|40|11|0.013651877133105802|0.09090909090909091|0.08333333333333333|
('la', 'tradición')|1|1|292|7|6|0.0034129692832764505|0.125|0.14285714285714285|
('linfático', 'y', 'reticular')|2|2|291|1|2|0.006825938566552901|0.6666666666666666|0.3333333333333333|
(None, None, 'incidencia')|2|2|291|2855|47|0.006825938566552901|0.0007000350017500875|0.020833333333333332|
origen|8|8|285|2154|47|0.027303754266211604|0.0037002775208140612|0.020833333333333332|
(None, None, 'biopsia')|1|1|292|806|35|0.0034129692832764505|0.0012391573729863693|0.027777777777777776|
('en', 'canarias')|1|1|292|67|22|0.0034129692832764505|0.014705882352941176|0.043478260869565216|
('el', 'virus', 'de')|1|1|292|2608|41|0.0034129692832764505|0.0003832886163280951|0.023809523809523808|
(None, 'síntomas')|1|1|292|229|33|0.0034129692832764505|0.004347826086956522|0.029411764705882353|
('de', 'especialistas')|1|1|292|63|32|0.0034129692832764505|0.015625|0.030303030303030304|
('en', 'medicina', 'primaria')|1|1|292|8|7|0.0034129692832764505|0.1111111111111111|0.125|
('de', 'procedimientos', 'anestésicos')|2|2|291|12|6|0.006825938566552901|0.14285714285714285|0.14285714285714285|
('actual', '.', None)|1|1|292|828|46|0.0034129692832764505|0.0012062726176115801|0.02127659574468085|
nota|1|1|292|349|41|0.0034129692832764505|0.002857142857142857|0.023809523809523808|
('de', 'enseñanza')|1|1|292|131|24|0.0034129692832764505|0.007575757575757576|0.04|
('fístula', 'rectouretral')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('cierre', 'del')|1|1|292|86|24|0.0034129692832764505|0.011494252873563218|0.04|
('(', '110')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
(None, 'encuesta', 'nacional')|1|1|292|146|29|0.0034129692832764505|0.006802721088435374|0.03333333333333333|
(None, 'patrones', 'de')|1|1|292|249|35|0.0034129692832764505|0.004|0.027777777777777776|
linfático|4|3|290|146|21|0.010238907849829351|0.020134228187919462|0.045454545454545456|
('cáncer', 'cérvicouterino')|1|1|292|41|14|0.0034129692832764505|0.023809523809523808|0.06666666666666667|
('impacto', '.')|1|1|292|54|28|0.0034129692832764505|0.01818181818181818|0.034482758620689655|
('¿', 'tiene')|1|1|292|36|19|0.0034129692832764505|0.02702702702702703|0.05|
('anomalías', 'congénitas')|1|1|292|132|22|0.0034129692832764505|0.007518796992481203|0.043478260869565216|
('surgeons', ')', '.')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('inicial', 'en', 'cirugía')|1|1|292|6|5|0.0034129692832764505|0.14285714285714285|0.16666666666666666|
('inmediatos', '.')|1|1|292|44|16|0.0034129692832764505|0.022222222222222223|0.058823529411764705|
(None, 'posición')|1|1|292|46|25|0.0034129692832764505|0.02127659574468085|0.038461538461538464|
('básico', '.', None)|1|1|292|19|12|0.0034129692832764505|0.05|0.07692307692307693|
(None, 'primeras', 'citas')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('2005-2008', '.', None)|1|1|292|14|9|0.0034129692832764505|0.06666666666666667|0.1|
('cirugía', 'de', 'pared')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('origen', 'congénito')|1|1|292|11|10|0.0034129692832764505|0.08333333333333333|0.09090909090909091|
(',', 'ex', 'presidente')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
parasitario|1|1|292|20|12|0.0034129692832764505|0.047619047619047616|0.07692307692307693|
(None, None, 'timpanoesclerosis')|1|1|292|10|8|0.0034129692832764505|0.09090909090909091|0.1111111111111111|
('el', 'acceso', 'a')|1|1|292|44|21|0.0034129692832764505|0.022222222222222223|0.045454545454545456|
malignos|1|1|292|851|39|0.0034129692832764505|0.0011737089201877935|0.025|
('del', 'colegio')|1|1|292|34|17|0.0034129692832764505|0.02857142857142857|0.05555555555555555|
('recto', 'en', 'un')|1|1|292|8|6|0.0034129692832764505|0.1111111111111111|0.14285714285714285|
('para', 'la', 'prevención')|1|1|292|619|42|0.0034129692832764505|0.0016129032258064516|0.023255813953488372|
('ligaduras', 'múltiples')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('medicina', '.')|1|1|292|495|41|0.0034129692832764505|0.0020161290322580645|0.023809523809523808|
(None, 'costumbre', 'o')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('histórica', 'y', 'estado')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('riesgo', 'de')|1|1|292|3646|46|0.0034129692832764505|0.00027419797093501506|0.02127659574468085|
('la', 'mortalidad', 'infantil')|1|1|292|194|19|0.0034129692832764505|0.005128205128205128|0.05|
('en', 'los', 'últimos')|2|2|291|372|38|0.006825938566552901|0.0053475935828877|0.02564102564102564|
('la', 'cirugía', 'endoscópica')|1|1|292|60|12|0.0034129692832764505|0.01639344262295082|0.07692307692307693|
('programa', 'formativo', 'en')|1|1|292|19|9|0.0034129692832764505|0.05|0.1|
implantacion|1|1|292|24|18|0.0034129692832764505|0.04|0.05263157894736842|
('colectomía', '.', None)|1|1|292|11|8|0.0034129692832764505|0.08333333333333333|0.1111111111111111|
('española', ':')|1|1|292|99|26|0.0034129692832764505|0.01|0.037037037037037035|
('(', 'american', 'college')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('4%', None, None)|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('retrofascial', 'fijada', 'con')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('cirugía', 'del', 'recién')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('de', 'protocolizar')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('española', 'de')|5|4|289|2016|47|0.013651877133105802|0.0019801980198019802|0.020833333333333332|
('tercio', 'medio')|1|1|292|49|12|0.0034129692832764505|0.02|0.07692307692307693|
(None, 'manejo', 'de')|1|1|292|607|45|0.0034129692832764505|0.001644736842105263|0.021739130434782608|
exposición|1|1|292|839|37|0.0034129692832764505|0.0011904761904761906|0.02631578947368421|
('laxans', 'thomae', ',')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('el', 'manejo', 'de')|1|1|292|1117|49|0.0034129692832764505|0.0008944543828264759|0.02|
('demandan', 'los')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('de', 'colgajo')|1|1|292|23|13|0.0034129692832764505|0.041666666666666664|0.07142857142857142|
('dirigida', 'a')|1|1|292|48|23|0.0034129692832764505|0.02040816326530612|0.041666666666666664|
('anatómico', 'en')|1|1|292|10|10|0.0034129692832764505|0.09090909090909091|0.09090909090909091|
